"Time","YAW_RATE","STEERING_TORQUE","ACCEL_Y","BRAKE_AMOUNT","BRAKE_PEDAL","ENCODER","SPEED","CHECKSUM","CRUISE_ACTIVE","GAS_RELEASED","STANDSTILL_ON","ACCEL_NET","CRUISE_STATE","CANCEL_REQ","MAIN_ON","LOW_SPEED_LOCKOUT","SET_SPEED","GAS_PEDAL","DISTANCE_LINES","CRUISE_CONTROL_STATE","UI_SET_SPEED","VIN_1","VIN_2","VIN_3","VIN_4","VIN_5","VIN_6","VIN_7","VIN_8","VIN_9","VIN_10","VIN_11","VIN_12","VIN_13","VIN_14","VIN_15","VIN_16","VIN_17","UNITS","ODOMETER","DOOR_OPEN_FL","DOOR_OPEN_FR","DOOR_OPEN_RR","DOOR_OPEN_RL","SEATBELT_DRIVER_UNLATCHED"
"s","deg/sec","","m/s^2","","","","kph","","","","","m/s2","","","","kph","kph","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.184","","","","","","","","241","","","0","0.88","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.215","","","","0","0","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.279","","","","","","","","69","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.326","","","","","","153","47.73","113.5","","","0","0.854","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.406","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.437","","","","","","","","195","","","0","0.834","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.564","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.596","","","","","","","","168","","","0","0.808","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.690","","","","","","","","135","","","0","0.775","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.832","","","","","","","","111","","","0","0.752","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.943","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421.974","","","","","","","","97","","","0","0.738","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.086","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.117","","","","","","","","79","","","0","0.72","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.242","-0.072","10","-0.107","","","","","61","","","0","0.702","8","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.353","","","","","","","","55","","","0","0.696","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.495","","","","","","","","55","","","0","0.697","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.574","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.590","","","","","","","","58","","","0","0.7","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.685","","","","","","29","50.77","193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.716","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.796","","","","","","","","62","","","0","0.704","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422.922","","","","","","65","51.02","254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"423.048","","","","","","101","51.31","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"423.458","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"423.600","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"423.962","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424.088","","","","","","181","53.35","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424.119","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424.339","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424.576","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424.608","0.172","5","-0.107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424.719","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424.877","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425.018","","","","0","0","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425.192","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425.350","","","","","","57","54.83","117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425.382","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425.446","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425.493","","","","","","97","55.08","182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425.572","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425.855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"425.981","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.076","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.107","","","","","","","","69","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.122","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.218","","","","","","","","69","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.359","","","","","","","","68","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.375","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.501","","","","","","","","69","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.611","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.706","","","","","","","","69","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.753","","","","","","241","56.04","166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.784","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426.894","","","","","","25","56.2","222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427.036","0.904","2","-0.107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427.114","","","","","","","","112","","","0","0.244","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427.145","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427.240","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427.271","","","","","","","","103","","","0","0.235","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427.397","","","","","","","","92","","","0","0.224","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427.492","1.636","-3","0.108","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427.649","","","","","","","","78","","","0","0.21","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427.855","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427.996","","","","","","129","56.61","112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"428.027","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"428.217","","","","","","173","56.63","158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"428.294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"428.499","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"428.894","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"429.115","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"429.255","","","","","","25","56.97","44","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"429.286","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5141","","","","",""
"429.413","","","","","","65","57.08","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"429.429","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"429.776","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"429.982","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430.109","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430.252","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430.520","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430.616","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430.647","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430.678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"430.789","","","","","","5","57.16","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430.868","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430.995","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431.262","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431.293","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431.450","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431.529","","","","","","","","68","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431.640","","","","","","","","67","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431.670","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431.798","","","","","","","","67","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431.893","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431.924","","","","","","","","67","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.034","","","","","","157","57.13","192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.050","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.129","","","","","","","","68","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.256","","","","","","197","57.25","155.5","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.272","0.904","-2","-0.071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.382","","","","","","","","68","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.524","","","","0","1","","","68","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.634","","","","","","","","67","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.680","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.790","","","","0","1","","","97","","","0","0.229","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432.916","","","","","","","","112","","","0","0.244","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433.089","","","","","","229","56.97","185.5","","","0","0.255","8","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433.184","","","","","","","","134","","","0","0.265","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433.419","","","","","","93","56.88","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433.435","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433.466","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433.703","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","",""
"433.957","","","","","","1","56.85","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434.020","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434.082","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434.272","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434.319","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434.462","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434.558","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434.699","0.66","2","0.037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434.826","","","","","","29","56.64","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434.857","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"435.158","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"435.410","","","","","","193","56.6","175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"435.457","","","","0","2","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"435.680","","","","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"435.727","","","","","","","","","","","","","","","0","","","","","6","60","","","","","","","","","","","","","","","","","","","","","","","",""
"435.950","","","","0","3","97","56.51","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436.107","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436.233","","","","","","217","56.89","228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436.296","","","","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436.470","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436.501","","","","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436.580","1.148","2","0.144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436.833","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436.863","","","","0","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"437.069","0.416","-19","-0.251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"437.478","","","","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"437.731","","","","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"437.857","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"437.967","","","","","","","","79","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.078","","","","0","2","9","53.81","223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.108","","","","","","","","72","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.266","","","","","","","","72","","","","","","","","1","57","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.345","","","","","","121","52.94","247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.376","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.440","","","","","","","","72","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.502","","","","","","","","71","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.613","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.770","","","","","","","","71","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.880","","","","","","17","51.7","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438.974","","","","0","0","","","91","0","","0","-0.294","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439.069","2.856","-16","0.539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439.100","","","","","","","","89","0","","0","-0.295","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439.147","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439.257","","","","","","","","89","0","","0","-0.295","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439.337","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439.399","","","","","","","","89","0","","0","-0.295","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439.478","","","","","","197","50.61","89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439.525","1.148","-13","0.072","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439.634","","","","","","237","50.42","110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439.760","","","","","","17","50.09","113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440.028","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440.359","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440.390","","","","","","","","","","","","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440.501","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440.738","","","","","","","","","","","","","","","","","","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440.833","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441.243","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441.259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5141","","","","",""
"441.369","","","","","","209","47.39","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441.385","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441.401","","","","","","","","","","","","","","","","","","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441.527","","","","","","245","47.39","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441.591","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441.718","","","","","","25","47.23","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441.733","","","","","","","","","","","","","","","","","","0.215","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441.780","","","","","","57","47.2","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441.875","2.612","-1","0.539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"442.395","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"442.520","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"442.867","","","","","","","","86","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.008","","","","","","","","86","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.134","","","","","","","","87","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.165","","","","","","","","","","","","","","","","","","0.255","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.260","","","","","","205","47.51","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.291","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.354","","","","","","","","87","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.385","","","","","","241","47.56","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.416","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.527","","","","","","17","47.65","124","","","","","","","","","","0.265","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.606","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.763","","","","","","","","54","0","0","0","-0.301","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.874","","","","","","","","54","0","0","0","-0.301","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443.905","","","","","","","","","","","","","","","","","","0.265","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.001","","","","","","","","54","0","0","0","-0.301","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.142","","","","","","","","56","0","0","0","-0.3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"444.189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","48","68","48","52","48","54","57","","","","","","","",""
"444.268","","","","","","","","","","","","","","","","","","0.265","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.284","","","","0","0","","","56","0","0","0","-0.3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.426","","","","0","0","","","56","0","0","0","-0.3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.537","","","","","","","","56","0","0","0","-0.3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.617","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.680","","","","","","","","56","0","0","0","-0.3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.791","1.392","5","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.822","","","","","","","","56","0","0","0","-0.3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.917","","","","","","","","","","","","","","","","","","0.265","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444.995","","","","","","","","56","0","0","0","-0.3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445.026","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445.185","","","","","","213","49.06","206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445.265","","","","","","","","","","","","","","","","","","0.265","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445.296","","","","","","249","49","236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445.375","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445.502","","","","","","29","49.18","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445.689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","",""
"445.769","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445.911","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445.927","","","","","","","","","","","","","","","","","","0.265","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446.131","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446.320","","","","","","","","","","","","","","","","","","0.265","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446.399","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446.526","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446.557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"446.668","","","","","","125","50.41","253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446.715","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446.794","","","","","","165","50.44","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447.079","","","","","","237","50.66","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447.174","1.392","-1","0.144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447.299","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447.394","","","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447.472","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447.678","","","","","","","","","","","","","","","","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448.040","","","","","","13","50.41","141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448.071","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448.087","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448.183","","","","","","49","50.07","143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448.214","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448.467","","","","","","121","49.45","153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448.942","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449.068","","","","","","","","","","","","","","","","","","0.145","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449.321","","","","","","","","82","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449.447","","","","","","","","83","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449.588","","","","0","0","","","87","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449.730","","","","","","217","49.35","239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449.857","","","","","","253","49.47","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
