"Time","YAW_RATE","STEERING_TORQUE","ACCEL_Y","BRAKE_AMOUNT","BRAKE_PEDAL","ENCODER","SPEED","CHECKSUM","CRUISE_ACTIVE","GAS_RELEASED","STANDSTILL_ON","ACCEL_NET","CRUISE_STATE","CANCEL_REQ","MAIN_ON","LOW_SPEED_LOCKOUT","SET_SPEED","GAS_PEDAL","DISTANCE_LINES","CRUISE_CONTROL_STATE","UI_SET_SPEED","VIN_1","VIN_2","VIN_3","VIN_4","VIN_5","VIN_6","VIN_7","VIN_8","VIN_9","VIN_10","VIN_11","VIN_12","VIN_13","VIN_14","VIN_15","VIN_16","VIN_17","UNITS","ODOMETER","DOOR_OPEN_FL","DOOR_OPEN_FR","DOOR_OPEN_RR","DOOR_OPEN_RL","SEATBELT_DRIVER_UNLATCHED"
"s","deg/sec","","m/s^2","","","","kph","","","","","m/s2","","","","kph","kph","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.047","","","","","","","","90","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.094","","","","","","","","","","","","","","","","","","0.235","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.235","","","","","","","","90","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.330","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.361","","","","","","","","91","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.487","","","","0","0","","","63","0","0","0","-0.296","0","0","","","","0.235","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.582","","","","","","","","63","0","0","0","-0.296","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.613","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.724","","","","","","","","63","0","0","0","-0.296","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.850","","","","","","","","63","0","0","0","-0.296","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.961","","","","","","","","63","0","0","0","-0.296","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451.086","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451.260","","","","","","137","50.88","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451.324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"451.371","","","","","","173","51.18","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451.482","","","","","","","","","","","","","","","","","","0.235","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451.562","0.904","2","0.216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451.640","","","","","","","","65","0","0","0","-0.295","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451.703","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451.831","","","","","","","","","","","","","","","0","","","","0","2","60","","","","","","","","","","","","","","","","","","","","","","","",""
"451.861","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451.892","","","","","","","","67","0","0","0","-0.294","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451.987","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452.018","","","","","","","","67","0","0","0","-0.294","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452.193","","","","","","","","","","","","","","","","","","0.235","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452.494","","","","","","","","","","","","","","","","","","0.235","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452.603","","","","","","33","52.69","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452.635","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452.761","","","","","","73","52.7","175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452.856","","","","","","","","","","","","","","","","","","0.235","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"453.235","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5141","","","","",""
"453.391","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"453.739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"453.865","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"453.896","-0.316","-2","-0.035","","","","","","","","","","","","","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454.007","","","","","","197","54.14","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454.023","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454.149","","","","","","237","54.48","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454.228","","","","","","","","","","","","","","","","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454.259","","","","","","21","54.41","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454.467","","","","","","61","54.57","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454.514","","","","","","","","","","","","","","","","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454.767","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454.971","","","","","","","","","","","","","","","","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455.271","","","","","","","","","","","","","","","","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455.381","","","","","","117","55.41","235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455.397","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455.523","","","","","","157","55.44","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455.633","","","","","","","","90","","","","","","","","1","57","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455.728","","","","","","197","55.58","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455.854","-0.072","0","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455.885","","","","","","","","90","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"456.011","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
